Accident_ID,Latitude,Longitude,Date,Time,Day_of_Week,Traffic_Volume,Road_Type,Speed_Limit,Weather_Condition,Visibility,Lighting_Condition,Proximity_to_Intersection,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Pedestrian_Involved,Driver_Distraction
A00493,10.1497,75.2853,2024-01-01,19:00:08,Sunday,1436,Residential,40,Clear,184,Daylight,177,2,1,1,Yes,Alcohol
A00494,10.8033,77.4803,2024-08-08,09:34:35,Sunday,1108,Urban,70,Clear,1614,Night,176,1,1,0,Yes,Alcohol
A00495,11.0701,76.5569,2024-06-15,06:47:07,Sunday,1305,Residential,60,Fog,915,Daylight,178,2,4,2,No,None
A00496,10.1128,74.8662,2024-09-22,07:22:46,Tuesday,1318,Urban,50,Fog,601,Night,16,1,4,0,Yes,Fatigue
A00497,8.5666,74.6518,2024-04-15,01:51:42,Thursday,930,Urban,60,Overcast,652,Night,186,1,3,3,No,Fatigue
A00498,9.5163,77.089,2024-09-21,16:15:42,Monday,818,Highway,60,Fog,841,Night,49,2,1,0,Yes,None
A00499,8.8389,76.8754,2024-12-15,08:01:46,Saturday,562,Urban,40,Overcast,1386,Night,117,1,1,1,Yes,Alcohol
A00500,10.3337,74.2755,2024-06-12,11:45:25,Monday,1973,Residential,70,Fog,1400,Daylight,42,2,2,0,No,Fatigue
A00501,10.5927,74.5523,2024-07-25,08:08:27,Saturday,1936,Residential,60,Clear,192,Daylight,32,2,4,0,Yes,Alcohol
A00502,12.1615,76.6856,2024-09-17,11:31:28,Wednesday,453,Urban,40,Clear,1420,Night,143,2,3,0,Yes,None
A00503,11.3598,77.4424,2024-01-22,03:26:55,Sunday,1944,Residential,30,Clear,373,Night,54,2,3,3,No,Alcohol
A00504,11.4204,75.7774,2024-02-23,17:50:13,Tuesday,1514,Urban,30,Clear,808,Daylight,89,3,2,1,Yes,Mobile
A00505,10.95,76.9019,2024-02-03,14:11:34,Sunday,1426,Highway,60,Rain,244,Daylight,175,2,4,1,No,Alcohol
A00506,9.1002,74.1601,2024-01-16,08:33:46,Sunday,1393,Urban,60,Overcast,548,Night,109,2,3,2,Yes,Alcohol
A00507,8.4547,77.28,2024-05-18,00:05:33,Wednesday,838,Highway,40,Fog,278,Daylight,169,1,4,0,No,Mobile
A00508,8.4148,74.9211,2024-01-16,03:03:43,Friday,1558,Highway,50,Clear,111,Night,30,1,1,0,No,Mobile
A00509,10.7432,75.352,2024-02-29,18:56:25,Friday,1739,Residential,40,Rain,1245,Daylight,76,2,4,1,No,Fatigue
A00510,11.8968,75.6481,2024-12-29,09:41:59,Wednesday,1796,Highway,70,Clear,1914,Night,109,3,2,3,Yes,Alcohol
A00511,8.2008,76.1696,2024-04-02,04:22:11,Thursday,688,Urban,40,Fog,1840,Night,113,1,2,1,Yes,Alcohol
A00512,10.2735,77.1216,2024-07-21,22:33:23,Friday,594,Highway,40,Clear,614,Night,90,1,4,1,Yes,Alcohol
A00513,8.2427,74.1404,2024-03-23,21:25:51,Saturday,416,Highway,40,Clear,1008,Night,24,3,1,0,No,Fatigue
A00514,12.0882,75.2058,2024-10-09,17:28:30,Friday,807,Residential,40,Overcast,1460,Night,182,2,4,3,No,Fatigue
A00515,10.2847,75.8647,2024-01-27,16:29:05,Tuesday,1065,Residential,40,Overcast,942,Daylight,55,1,4,2,No,None
A00516,11.1531,77.3261,2024-06-05,20:59:57,Tuesday,1975,Residential,60,Clear,1906,Night,105,2,1,1,No,Alcohol
A00517,12.2296,76.511,2024-10-17,09:15:28,Thursday,1382,Residential,70,Overcast,1636,Night,136,2,1,2,No,Mobile
A00518,11.7018,76.4203,2024-09-23,09:31:22,Friday,1172,Urban,50,Overcast,1927,Daylight,135,3,3,3,Yes,None
A00519,10.9954,75.7107,2024-08-12,14:13:56,Saturday,1834,Highway,40,Rain,1533,Daylight,71,3,3,3,Yes,Fatigue
A00520,11.3305,77.2625,2024-01-13,09:47:15,Monday,1002,Highway,60,Clear,1037,Night,28,1,2,2,No,Fatigue
A00521,12.1021,76.387,2024-06-30,01:49:59,Friday,1494,Urban,60,Fog,1403,Daylight,16,2,3,0,No,None
A00522,12.0878,75.9623,2024-08-22,00:33:46,Thursday,332,Highway,40,Rain,1142,Daylight,27,3,3,1,No,None
A00523,10.5039,74.0497,2024-04-27,11:21:44,Friday,514,Highway,70,Fog,478,Daylight,118,1,1,1,No,Mobile
A00524,12.1034,74.0125,2024-08-06,04:05:51,Friday,1461,Highway,70,Rain,1305,Night,161,3,1,2,No,Mobile
A00525,9.647,76.0535,2024-10-07,02:27:47,Friday,205,Residential,70,Clear,1583,Night,14,1,3,1,Yes,None
A00526,11.0659,75.0083,2024-08-02,14:55:06,Thursday,1343,Highway,40,Clear,228,Night,114,3,3,2,Yes,None
A00527,10.0359,74.842,2024-01-28,06:11:47,Sunday,970,Urban,40,Fog,1992,Daylight,66,2,4,2,No,Mobile
A00528,12.0804,76.3327,2024-03-20,05:37:09,Sunday,1262,Highway,60,Overcast,1573,Night,80,1,1,3,No,Alcohol
A00529,10.8908,75.0821,2024-10-09,09:06:23,Sunday,519,Urban,70,Rain,575,Daylight,64,3,3,2,No,Fatigue
A00530,8.0122,76.2929,2024-02-04,13:50:54,Monday,446,Highway,30,Overcast,1503,Night,54,2,3,0,No,Fatigue
A00531,10.4742,74.3943,2024-09-12,11:27:43,Thursday,1255,Highway,40,Fog,1394,Night,132,2,4,3,Yes,Fatigue
A00532,9.555,77.1707,2024-02-26,12:37:49,Saturday,284,Residential,50,Fog,1454,Daylight,91,1,1,3,Yes,Alcohol
A00533,11.1595,75.1074,2024-03-25,08:39:02,Tuesday,1573,Urban,60,Rain,1338,Daylight,63,1,3,2,Yes,Mobile
A00534,10.376,74.8302,2024-03-03,04:59:46,Thursday,1547,Highway,70,Rain,941,Night,165,2,4,0,No,Mobile
A00535,11.9524,77.3303,2024-08-26,10:50:22,Monday,1997,Highway,40,Clear,1557,Daylight,199,1,3,2,Yes,Fatigue
A00536,10.9068,75.476,2024-07-18,12:15:19,Friday,446,Highway,50,Fog,1717,Night,84,2,1,0,No,Mobile
A00537,12.0455,77.0006,2024-04-24,15:47:55,Friday,412,Highway,40,Overcast,1800,Daylight,163,2,4,0,Yes,Fatigue
A00538,8.4439,74.1038,2024-05-30,09:10:59,Friday,388,Urban,50,Clear,954,Night,63,1,3,0,No,Alcohol
A00539,12.1587,74.8159,2024-06-13,18:02:40,Sunday,1493,Urban,60,Clear,1569,Night,129,1,3,3,Yes,None
A00540,10.1589,77.0215,2024-08-21,14:41:57,Thursday,726,Highway,70,Rain,1147,Night,98,3,1,1,No,Alcohol
A00541,8.9306,77.1249,2024-01-24,02:11:24,Saturday,992,Highway,50,Clear,1662,Night,71,2,3,3,Yes,Fatigue
A00542,9.0786,75.1181,2024-06-28,18:08:05,Thursday,482,Urban,40,Clear,477,Daylight,36,2,3,1,Yes,None
A00543,10.3798,74.9507,2024-08-25,23:20:05,Saturday,902,Highway,40,Rain,1742,Daylight,120,2,3,3,No,Alcohol
A00544,10.0344,74.6629,2024-03-03,20:08:43,Monday,625,Highway,70,Clear,1339,Daylight,119,1,1,2,Yes,Fatigue
A00545,9.3946,74.9547,2024-02-25,13:25:52,Monday,282,Highway,60,Overcast,1498,Daylight,15,3,1,0,Yes,Mobile
A00546,12.1307,76.1365,2024-10-03,16:55:27,Sunday,605,Urban,50,Clear,283,Night,198,1,3,3,No,None
A00547,12.1327,75.2315,2024-07-19,01:06:28,Sunday,1667,Highway,30,Overcast,1505,Night,182,1,3,3,Yes,Alcohol
A00548,11.4272,74.5114,2024-10-04,09:19:34,Saturday,690,Residential,70,Rain,186,Daylight,73,3,1,1,Yes,Fatigue
A00549,8.8817,74.5573,2024-04-03,04:35:52,Sunday,1064,Urban,40,Fog,1526,Night,88,2,1,2,No,Mobile
A00550,8.5098,76.9666,2024-11-21,09:31:47,Thursday,1801,Highway,50,Fog,1550,Night,50,1,1,1,Yes,None
A00551,10.7873,76.7209,2024-05-24,15:54:39,Wednesday,1313,Residential,50,Clear,184,Night,82,2,3,2,No,Alcohol
A00552,10.2871,77.4482,2024-02-15,20:02:10,Monday,1356,Urban,40,Clear,1314,Daylight,95,2,1,0,No,Alcohol
A00553,8.0653,74.986,2024-03-24,13:10:01,Saturday,1981,Residential,40,Clear,1938,Night,199,1,4,2,Yes,Mobile
A00554,10.9189,76.6553,2024-01-07,08:29:05,Friday,783,Highway,40,Rain,517,Daylight,82,1,3,0,No,Alcohol
A00555,9.8475,74.0531,2024-11-19,16:26:14,Monday,1479,Highway,50,Rain,1352,Night,17,3,4,0,Yes,None
A00556,8.0111,75.4655,2024-11-24,09:03:07,Thursday,1097,Residential,40,Rain,1279,Night,81,3,2,3,No,Mobile
A00557,9.9061,75.6539,2024-03-24,02:09:03,Tuesday,1409,Residential,40,Overcast,1900,Daylight,186,2,2,1,No,Mobile
A00558,11.3374,77.1193,2024-08-03,14:14:23,Friday,1338,Urban,40,Clear,1261,Daylight,119,1,1,3,No,Alcohol
A00559,8.8067,77.0034,2024-01-11,23:55:07,Tuesday,1143,Highway,60,Rain,138,Night,148,3,3,2,Yes,None
A00560,10.2974,75.0861,2024-09-27,07:29:01,Sunday,717,Urban,30,Overcast,1819,Night,86,2,3,3,Yes,Mobile
A00561,12.4421,76.8295,2024-04-14,14:28:29,Sunday,1893,Highway,70,Rain,1970,Night,31,3,3,1,Yes,Mobile
A00562,12.1073,75.3587,2024-09-19,19:34:10,Saturday,402,Highway,30,Overcast,1609,Daylight,178,2,3,0,Yes,Fatigue
A00563,11.5127,77.123,2024-09-18,00:58:21,Monday,950,Highway,50,Clear,1142,Night,58,1,4,2,Yes,Fatigue
A00564,9.1045,77.1645,2024-10-09,20:36:43,Saturday,477,Residential,40,Clear,1441,Night,190,3,2,3,Yes,None
A00565,12.2282,75.6854,2024-04-18,20:35:52,Thursday,1767,Highway,70,Overcast,1120,Night,139,3,3,0,Yes,Mobile
A00566,9.6478,76.4783,2024-04-28,11:48:49,Saturday,1667,Highway,50,Clear,1660,Night,21,1,3,2,No,Fatigue
A00567,9.9223,75.0247,2024-07-30,23:10:09,Tuesday,361,Highway,60,Rain,943,Night,152,1,1,1,Yes,Alcohol
A00568,9.2306,76.341,2024-11-29,09:30:50,Tuesday,371,Highway,40,Overcast,1298,Daylight,20,1,2,0,No,Mobile
A00569,11.2901,75.4334,2024-09-16,19:00:46,Sunday,1448,Residential,30,Rain,840,Daylight,14,2,3,0,Yes,Fatigue
A00570,8.1112,76.5689,2024-07-03,19:51:41,Wednesday,1963,Residential,60,Overcast,526,Night,137,3,3,3,Yes,None
A00571,10.0862,76.665,2024-06-29,07:49:54,Friday,783,Highway,60,Overcast,1505,Daylight,29,2,4,0,Yes,Alcohol
A00572,11.6611,74.4405,2024-11-12,03:03:32,Sunday,953,Residential,60,Rain,518,Daylight,172,2,4,3,No,Alcohol
A00573,10.3715,75.3809,2024-12-23,10:08:29,Monday,1701,Residential,70,Fog,361,Night,193,2,4,1,No,None
A00574,8.9193,75.2396,2024-01-28,17:46:44,Monday,1342,Highway,70,Overcast,1739,Night,102,2,4,3,Yes,None
A00575,11.2863,75.3878,2024-03-02,08:32:59,Friday,695,Highway,50,Clear,518,Night,58,2,2,3,Yes,Alcohol
A00576,10.9279,75.0266,2024-03-13,14:55:34,Wednesday,1615,Residential,40,Fog,1922,Night,179,2,3,1,Yes,Mobile
A00577,10.0943,74.4915,2024-01-09,21:22:15,Wednesday,1762,Highway,50,Clear,1784,Night,93,1,4,3,No,Fatigue
A00578,8.8969,74.0983,2024-03-14,14:29:05,Wednesday,735,Highway,30,Rain,636,Daylight,197,2,2,1,No,None
A00579,10.769,76.5643,2024-10-24,14:13:12,Saturday,311,Highway,30,Clear,1636,Daylight,46,3,1,3,No,Mobile
A00580,11.6482,76.5407,2024-09-10,18:11:22,Monday,252,Highway,40,Fog,1474,Night,45,2,1,0,Yes,Mobile
A00581,10.5777,75.6072,2024-09-14,00:07:58,Thursday,1403,Residential,50,Rain,1356,Night,17,2,3,1,Yes,Alcohol
A00582,11.8362,76.7116,2024-07-18,04:20:33,Wednesday,1144,Residential,30,Overcast,1109,Daylight,151,2,2,0,Yes,None
A00583,9.1921,74.6351,2024-09-05,16:30:30,Monday,1390,Residential,60,Rain,468,Daylight,154,2,4,0,Yes,Fatigue
A00584,12.0834,76.4651,2024-08-21,22:06:25,Wednesday,1559,Urban,60,Rain,457,Night,184,3,1,0,No,Mobile
A00585,11.513,74.5226,2024-05-05,16:06:23,Sunday,1035,Residential,60,Fog,1782,Daylight,78,2,2,2,No,None
A00586,8.0143,75.166,2024-04-28,00:57:14,Sunday,817,Urban,40,Overcast,1576,Night,58,3,3,2,Yes,Fatigue
A00587,11.6963,76.7742,2024-12-08,05:20:06,Sunday,490,Urban,70,Fog,1234,Daylight,155,2,2,0,Yes,None
A00588,11.6899,75.8585,2024-06-04,08:44:44,Monday,891,Urban,60,Rain,861,Daylight,91,2,3,0,No,Mobile
A00589,9.6317,76.4871,2024-09-29,01:06:18,Monday,1823,Urban,30,Rain,190,Night,81,1,4,2,No,Fatigue
A00590,11.806,75.7363,2024-08-03,22:36:06,Tuesday,940,Urban,60,Clear,355,Night,120,1,3,1,No,Alcohol
A00591,8.5887,76.2336,2024-02-05,11:44:45,Saturday,318,Highway,30,Rain,1007,Daylight,80,2,4,1,Yes,Alcohol
A00592,11.0397,76.3993,2024-07-21,06:52:07,Saturday,1115,Residential,50,Rain,1400,Daylight,101,1,2,2,Yes,Fatigue
A00593,9.6118,76.6965,2024-04-10,14:50:40,Thursday,893,Residential,40,Clear,1908,Daylight,84,1,1,0,Yes,None
A00594,12.0315,76.5998,2024-12-31,21:39:18,Monday,1193,Highway,60,Rain,113,Night,136,2,1,0,Yes,Fatigue
A00595,8.6252,74.4172,2024-10-23,08:45:04,Wednesday,674,Urban,70,Fog,970,Daylight,99,2,1,2,Yes,Alcohol
A00596,8.8245,74.9345,2024-08-29,21:50:59,Saturday,804,Residential,30,Fog,905,Daylight,133,3,4,2,Yes,Fatigue
A00597,10.7312,75.6532,2024-03-01,14:03:38,Friday,1795,Residential,60,Clear,272,Night,71,1,2,3,No,None
A00598,10.3772,77.1206,2024-07-28,18:14:33,Wednesday,916,Highway,30,Overcast,823,Daylight,80,2,3,1,Yes,Alcohol
A00599,11.6871,76.6359,2024-10-22,16:50:14,Thursday,454,Urban,40,Clear,1549,Night,163,1,1,2,No,Alcohol
A00600,11.5195,77.1632,2024-06-04,04:21:03,Monday,500,Residential,70,Rain,717,Night,168,3,3,1,Yes,Mobile
A00601,10.2803,76.2057,2024-07-02,07:50:37,Thursday,894,Residential,60,Clear,1871,Daylight,197,2,2,1,No,Fatigue
A00602,9.6468,75.9607,2024-09-01,06:33:48,Thursday,521,Highway,40,Fog,1122,Night,181,2,4,1,Yes,None
A00603,10.6349,75.453,2024-11-02,19:32:17,Wednesday,1813,Residential,50,Overcast,457,Night,162,2,4,1,No,Fatigue
A00604,11.8261,75.1047,2024-10-18,01:57:41,Thursday,222,Highway,30,Fog,1633,Night,32,2,2,1,No,Alcohol
A00605,9.107,74.9624,2024-09-03,23:40:40,Saturday,398,Residential,50,Overcast,1331,Daylight,136,1,1,0,Yes,None
A00606,10.7001,75.3843,2024-01-08,23:09:01,Thursday,630,Highway,70,Clear,689,Night,84,2,2,2,Yes,Mobile
A00607,9.477,76.4305,2024-03-08,11:26:53,Sunday,242,Urban,40,Overcast,452,Night,41,3,4,2,Yes,None
A00608,9.3119,76.5191,2024-06-11,10:54:35,Thursday,781,Urban,60,Fog,1609,Daylight,186,2,2,2,No,Mobile
A00609,10.4934,75.0116,2024-07-07,00:22:12,Friday,1143,Residential,30,Rain,201,Daylight,187,1,4,3,No,Fatigue
A00610,11.9906,75.9188,2024-07-23,23:39:47,Saturday,732,Residential,40,Rain,1558,Daylight,18,3,2,2,No,Alcohol
A00611,10.0756,75.2248,2024-04-14,05:38:44,Wednesday,1876,Urban,70,Rain,224,Daylight,46,1,4,2,No,Mobile
A00612,8.875,74.949,2024-05-27,11:31:48,Tuesday,1663,Highway,60,Overcast,681,Daylight,94,3,3,2,No,Alcohol
A00613,10.6685,75.3949,2024-10-25,22:16:20,Tuesday,1748,Residential,50,Rain,653,Night,175,2,2,3,No,None
A00614,8.5561,76.6282,2024-07-02,00:11:42,Sunday,370,Urban,60,Fog,189,Daylight,55,1,1,0,Yes,Mobile
A00615,11.832,76.7792,2024-04-02,02:17:56,Monday,1329,Urban,30,Fog,1828,Daylight,114,3,2,1,No,None
A00616,11.4156,76.3311,2024-06-15,01:22:33,Monday,385,Residential,40,Overcast,865,Daylight,84,1,4,0,No,Fatigue
A00617,11.8631,74.0301,2024-07-03,20:46:16,Thursday,1773,Residential,30,Fog,1106,Night,27,2,1,2,Yes,Alcohol
A00618,11.6635,74.9884,2024-06-01,23:37:34,Thursday,1233,Residential,60,Clear,1057,Night,113,3,2,2,Yes,None
A00619,12.3701,75.8023,2024-06-14,10:39:25,Friday,1004,Urban,60,Fog,1347,Daylight,180,3,4,0,Yes,Alcohol
A00620,8.5044,74.1012,2024-04-20,22:31:17,Tuesday,235,Urban,30,Overcast,1896,Daylight,13,2,2,1,Yes,None
A00621,12.4163,76.1147,2024-01-06,02:25:54,Friday,801,Residential,50,Overcast,1245,Night,16,2,4,2,Yes,Fatigue
A00622,10.0463,74.7343,2024-09-06,13:29:17,Saturday,1705,Residential,70,Fog,1795,Daylight,151,3,3,1,Yes,Fatigue
A00623,10.9287,75.5108,2024-09-12,20:25:10,Thursday,1960,Urban,60,Clear,1487,Daylight,80,1,3,0,No,None
A00624,10.7781,75.1686,2024-09-18,00:56:40,Thursday,1714,Residential,70,Fog,1456,Daylight,79,3,2,0,Yes,Fatigue
A00625,12.2072,75.938,2024-07-03,00:02:21,Monday,1833,Urban,40,Clear,1568,Daylight,94,1,1,3,No,Mobile
A00626,9.2431,75.4095,2024-11-10,12:03:22,Saturday,548,Urban,30,Clear,1222,Night,19,3,1,1,No,Mobile
A00627,9.3909,76.6973,2024-08-22,16:13:49,Wednesday,1660,Highway,30,Fog,1721,Night,29,3,1,2,Yes,Mobile
A00628,11.2814,76.1462,2024-10-25,23:07:52,Saturday,1480,Highway,60,Fog,1570,Night,107,1,4,0,Yes,None
A00629,8.632,77.127,2024-01-03,03:32:14,Friday,1240,Residential,50,Fog,1997,Daylight,38,1,3,3,No,Fatigue
A00630,9.4549,76.008,2024-05-29,08:13:39,Tuesday,1934,Urban,40,Clear,262,Daylight,123,2,3,0,No,None
A00631,8.7197,75.9911,2024-12-09,10:49:44,Wednesday,218,Residential,70,Rain,1697,Daylight,27,2,3,2,Yes,Fatigue
A00632,8.1683,75.8201,2024-10-20,09:10:45,Wednesday,1131,Highway,30,Overcast,706,Night,171,1,2,3,No,None
A00633,9.0232,74.4524,2024-07-31,06:20:59,Sunday,1504,Urban,70,Rain,2000,Night,12,2,2,1,Yes,None
A00634,8.8584,76.8946,2024-09-15,11:05:35,Wednesday,1904,Highway,30,Rain,106,Daylight,140,1,1,2,Yes,Alcohol
A00635,11.8003,76.0715,2024-10-29,06:05:01,Friday,1654,Residential,40,Fog,1649,Night,158,1,1,0,No,Mobile
A00636,8.4406,76.9783,2024-08-20,17:19:30,Sunday,1675,Urban,30,Clear,1412,Night,32,1,2,3,Yes,None
A00637,11.9197,76.982,2024-05-24,03:59:58,Friday,900,Highway,70,Clear,919,Daylight,59,3,2,0,Yes,Fatigue
A00638,8.5854,77.1857,2024-03-21,21:32:39,Friday,297,Highway,40,Overcast,1401,Night,40,1,1,0,No,None
A00639,8.3167,75.8546,2024-01-17,21:39:48,Friday,1382,Residential,40,Clear,891,Daylight,133,3,1,2,Yes,None
A00640,9.4669,76.0987,2024-11-29,05:29:07,Wednesday,844,Residential,60,Fog,1942,Night,174,3,1,1,No,Fatigue
A00641,9.3351,77.4562,2024-03-01,18:46:15,Monday,1099,Residential,30,Fog,1301,Night,55,2,3,0,No,Mobile
A00642,11.0105,77.1757,2024-03-08,18:31:16,Monday,1938,Urban,60,Overcast,494,Daylight,156,1,3,1,No,Fatigue
A00643,11.0362,76.537,2024-04-30,03:30:06,Saturday,1491,Urban,30,Clear,1104,Daylight,146,1,2,2,Yes,None
A00644,9.5905,76.8675,2024-07-01,13:20:01,Thursday,1354,Residential,70,Fog,1738,Night,141,2,1,0,No,Fatigue
A00645,8.1126,75.1047,2024-12-02,13:18:46,Saturday,543,Residential,30,Fog,445,Daylight,71,2,1,3,No,Fatigue
A00646,11.6718,77.429,2024-06-09,03:26:45,Sunday,1644,Urban,40,Clear,1859,Daylight,115,1,3,3,No,None
A00647,11.8001,77.0746,2024-12-07,05:18:55,Monday,580,Urban,70,Clear,1741,Daylight,184,1,2,1,No,Fatigue
A00648,9.9232,75.2801,2024-05-05,16:30:08,Saturday,1783,Residential,30,Clear,1775,Night,30,1,2,3,Yes,Mobile
A00649,8.1472,74.8547,2024-09-19,15:06:50,Thursday,475,Residential,30,Overcast,1708,Daylight,188,1,3,1,No,Fatigue
A00650,9.8233,76.6269,2024-08-09,20:35:29,Sunday,901,Residential,70,Clear,1352,Night,28,3,4,3,Yes,None
A00651,12.0491,74.802,2024-03-19,23:17:09,Tuesday,1895,Residential,70,Fog,589,Daylight,83,3,4,3,Yes,Mobile
A00652,8.1196,76.4983,2024-06-12,21:06:30,Sunday,691,Urban,40,Rain,426,Night,33,2,4,3,Yes,Mobile
A00653,12.0266,74.4359,2024-04-20,07:10:23,Sunday,1278,Highway,50,Clear,1226,Night,51,3,2,1,Yes,Alcohol
A00654,11.546,74.8574,2024-12-13,06:15:03,Saturday,974,Highway,40,Fog,1616,Daylight,183,1,3,3,No,Alcohol
A00655,11.2073,76.5321,2024-04-30,00:35:05,Saturday,789,Urban,50,Clear,1392,Daylight,23,1,2,2,No,Fatigue
A00656,12.3683,74.6875,2024-08-22,22:51:53,Thursday,1417,Urban,30,Fog,1793,Night,98,1,3,2,No,Fatigue
A00657,11.6089,76.6983,2024-07-08,13:54:13,Sunday,1843,Highway,40,Clear,1906,Night,181,2,1,1,Yes,None
A00658,10.8501,74.3293,2024-02-10,10:02:26,Tuesday,1412,Residential,50,Clear,564,Night,39,3,3,3,Yes,Mobile
A00659,11.4104,74.0447,2024-12-16,19:11:01,Thursday,439,Residential,30,Rain,864,Daylight,30,1,4,0,Yes,None
A00660,8.1251,74.6759,2024-10-20,19:03:26,Sunday,1706,Urban,70,Fog,1989,Night,89,2,1,1,No,Alcohol
A00661,12.1587,76.7298,2024-08-16,07:00:25,Monday,1205,Residential,60,Fog,692,Night,58,1,3,0,No,None
A00662,11.8086,74.2208,2024-04-28,19:10:47,Wednesday,1442,Highway,70,Clear,826,Daylight,56,2,4,2,Yes,Mobile
A00663,10.5493,74.5611,2024-03-02,14:38:16,Wednesday,1361,Residential,60,Fog,291,Night,31,1,1,1,No,Fatigue
A00664,10.7731,76.9453,2024-05-18,13:47:29,Wednesday,1309,Residential,60,Overcast,1317,Daylight,170,3,1,2,Yes,Alcohol
A00665,11.0386,77.0936,2024-09-23,02:28:43,Saturday,356,Highway,50,Overcast,114,Night,191,3,3,0,No,Fatigue
A00666,9.9442,75.7859,2024-08-19,23:11:02,Wednesday,224,Residential,70,Fog,576,Daylight,138,1,1,3,Yes,None
A00667,12.2967,74.7947,2024-07-16,15:11:32,Thursday,805,Urban,50,Rain,969,Daylight,81,2,1,1,No,Fatigue
A00668,11.9875,74.4849,2024-09-11,02:52:01,Saturday,418,Highway,40,Fog,310,Night,73,2,1,3,Yes,Mobile
A00669,10.3787,74.2136,2024-09-21,02:39:55,Friday,1189,Highway,60,Rain,1826,Night,19,3,4,0,No,Alcohol
A00670,11.9104,75.7379,2024-12-08,01:02:49,Saturday,356,Urban,70,Overcast,1553,Night,18,3,1,3,No,Fatigue
A00671,9.3638,74.2977,2024-12-05,00:49:48,Thursday,1454,Urban,30,Overcast,954,Daylight,106,1,3,2,No,None
A00672,12.3251,76.5486,2024-01-26,06:31:50,Tuesday,1623,Urban,40,Overcast,524,Daylight,15,1,4,2,Yes,Alcohol
A00673,11.0464,76.995,2024-05-08,11:08:54,Monday,871,Urban,40,Clear,250,Night,160,3,3,0,No,Fatigue
A00674,12.1317,75.1641,2024-01-17,19:39:36,Tuesday,1629,Residential,60,Rain,1447,Night,17,2,3,1,Yes,Fatigue
A00675,9.1968,76.3602,2024-07-24,07:52:54,Thursday,569,Highway,40,Rain,632,Night,60,3,2,3,No,Fatigue
A00676,12.0424,74.6765,2024-08-18,01:08:32,Monday,1083,Residential,40,Fog,644,Night,138,2,4,0,No,Mobile
A00677,10.3382,76.5492,2024-11-11,14:15:21,Monday,1018,Urban,70,Overcast,921,Night,136,2,4,2,No,None
A00678,10.1197,76.8307,2024-10-30,02:27:13,Thursday,1203,Highway,40,Fog,1624,Night,118,3,1,3,No,None
A00679,8.4207,76.2031,2024-02-14,06:20:12,Friday,1165,Urban,50,Clear,1002,Night,115,1,3,3,No,Mobile
A00680,10.0991,76.3639,2024-08-21,04:28:54,Tuesday,1441,Urban,60,Overcast,471,Night,176,1,2,1,No,Alcohol
A00681,10.1164,76.6761,2024-05-18,17:10:53,Friday,1267,Residential,30,Clear,515,Daylight,106,2,4,3,No,None
A00682,11.8773,77.1645,2024-04-20,03:11:38,Wednesday,1830,Residential,70,Overcast,723,Night,189,1,3,0,No,None
A00683,9.9173,76.0042,2024-07-02,13:09:00,Thursday,1516,Highway,70,Fog,1484,Night,76,2,1,1,No,None
A00684,10.5956,75.9423,2024-07-12,10:32:41,Wednesday,737,Urban,60,Overcast,1054,Daylight,68,1,2,1,No,None
A00685,11.5763,74.8085,2024-06-16,10:44:31,Saturday,435,Urban,30,Fog,1571,Daylight,140,3,4,3,No,None
A00686,11.1326,74.188,2024-09-19,14:21:11,Thursday,1533,Residential,40,Rain,1270,Night,33,1,4,2,Yes,Fatigue
A00687,12.4997,74.5277,2024-12-08,00:05:55,Wednesday,1716,Residential,70,Fog,572,Daylight,188,2,3,3,Yes,Alcohol
A00688,9.6616,74.8239,2024-08-30,13:46:32,Saturday,878,Urban,40,Clear,1313,Daylight,124,1,3,1,No,Fatigue
A00689,8.8721,75.2169,2024-01-19,00:37:52,Wednesday,1378,Urban,60,Rain,536,Daylight,72,3,3,0,Yes,Fatigue
A00690,10.5243,74.2087,2024-04-18,16:18:00,Sunday,1168,Urban,60,Clear,1344,Daylight,180,1,4,1,No,Fatigue
A00691,10.5336,76.4377,2024-01-18,04:17:38,Sunday,921,Residential,30,Rain,946,Daylight,90,2,2,1,No,Fatigue
A00692,11.4619,74.0706,2024-04-28,11:15:33,Tuesday,1360,Urban,30,Clear,1644,Daylight,123,3,3,3,Yes,Fatigue
A00693,12.4296,75.9423,2024-08-11,08:57:33,Friday,766,Residential,30,Overcast,944,Daylight,157,3,3,3,Yes,None
A00694,11.1587,77.3816,2024-06-04,20:05:32,Sunday,1636,Highway,40,Clear,469,Daylight,31,1,3,3,No,Alcohol
A00695,11.2818,75.4484,2024-02-05,07:10:50,Sunday,1938,Highway,40,Rain,1744,Night,25,2,4,3,Yes,None
A00696,11.0901,76.4309,2024-03-08,15:14:52,Sunday,947,Residential,50,Fog,1779,Night,37,2,2,0,No,Mobile
A00697,12.308,74.3048,2024-09-14,21:40:02,Wednesday,1024,Urban,30,Clear,240,Night,101,2,4,2,No,None
A00698,9.2622,76.9548,2024-12-04,03:23:43,Thursday,455,Highway,70,Clear,1834,Night,109,2,2,2,Yes,Mobile
A00699,8.5385,77.0018,2024-02-21,05:06:52,Thursday,853,Urban,50,Rain,1765,Daylight,169,3,1,3,No,Fatigue
